human_bin,smiles,proteinName,protein_dataset
0,CCC(C)(C(=O)O)N,prot1441,human
0,CCCCCC(CCCCC/C=C/C=C/C=C/C=C/C(=O)O)O,prot1442,human
0,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,prot776,human
0,CC(C)[C@H](C[C@@H]([C@H](CC1CCCCC1)N)O)C(=O)O,prot783,human
0,C1=CC(=CC=C1C[C@@H](C(=O)NS(=O)(=O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)O)N)O,prot729,human
1,CNS(=O)(=O)C1=CC=C(C=C1)C2=CC=C(O2)/C=C\3/C(=O)N=C(S3)N,prot9,human
0,C(CN)CO,prot1408,human
1,CC(C)NCC(COC1=CC=CC=C1CC=C)O,prot28,human
1,COC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCC4)OC,prot341,human
0,CC[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,prot148,human
0,C[C@@H]1CCO[C@H](/C=C/C=C\C(=O)O[C@@H]2C[C@@H]3[C@]4([C@]2([C@]5(CCC(=C[C@H]5O3)C)COC(=O)[C@H]1O)C)CO4)[C@@H](C)O,prot51,human
1,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)N=CC=C4)C(=NC=N2)N,prot557,human
0,CC1(C2CCC1(C(=O)C2)C)C,prot733,human
0,F[Al],prot472,human
0,CC12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24,prot1014,human
0,CCC(=O)OCC(CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)(O)O,prot1443,human
1,CC1=CC(=C(C(=C1S(=O)(=O)NC[C@H]([C@H](CC2=CC=CC=C2)N)O)C)C)OC,prot85,human
1,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,prot28,human
1,CC(CC1=CC=C(C=C1)OC)N,prot106,human
1,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,prot211,human
1,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)I)O,prot497,human
1,C1=CC=C(C=C1)CNC2=CC=CC(=C2)C3=C(C(=C(S3)C(=O)O)OCC(=O)O)Br,prot282,human
1,CC1=CC(=CC(=C1)NC2=NC=CC(=N2)C3=NC(=C(S3)C(=O)N[C@@H](C)CO)C)C,prot446,human
0,CC(C)NCCO,prot1013,human
0,CCCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,prot355,human
0,C1[C@@H]([C@H]([C@@H]([C@@H](N1)CO)O)O)O,prot125,human
1,C(CCCN)CCCNC(N)N,prot900,human
0,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,prot1380,human
0,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@H]2[C@H]([C@@H]([C@](O2)(CO)OC[C@@H]3[C@H]([C@@H]([C@](O3)(CO)O)O)O)O)O)O)O)O,prot261,human
1,C1=CC=C2C(=C1)C(=C(N2)C3=C4C=CC=CC4=NC3=O)NO,prot9,human
0,CC1=CCC(C=C1)C(C)C,prot1194,human
0,CC12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24,prot1173,human
0,C[C@H](C(=O)O)[C@](CC(=O)O)(C(=O)O)O,prot1444,human
0,CCCCCC(C=C)O,prot1104,human
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C,prot178,human
0,C1C(CNC1C(=O)O)O,prot1445,human
1,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,prot474,human
1,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,prot28,human
1,CSC[C@@H](C(=O)O)N,prot520,human
1,C1=CC=C2C(=C1)C(=C(N2)C3=C4C=CC=CC4=NC3=O)NO,prot319,human
0,CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)O)NC(=O)C1=CC(=C(C=C1)Cl)Cl,prot135,human
1,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,prot5,human
0,C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,prot873,human
0,COC1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,prot1061,human
1,C1=CC(=CC=C1C(=O)NCC2=CC(=C(C(=C2)F)F)F)S(=O)(=O)N,prot3,human
0,CCCCC/C=C\CC(=O)C(CCCCCCCC(=O)[O-])O,prot713,human
0,C1CC(=O)C[C@H]1O,prot686,human
1,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,prot28,human
0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@H]3CC[C@]4([C@H]([C@]3(C)CO)CC[C@@]5([C@@H]4CC=C6[C@]5(CC[C@@]7([C@H]6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O,prot1446,human
1,C(CCC(=O)O)CCN,prot407,human
1,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,prot140,human
1,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C,prot28,human
1,C1=C[C@@H]([C@H]([C@@H]1N2C=NC3=C2N=CN=C3N)O)O,prot642,human
1,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3,prot9,human
1,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,prot198,human
0,C1=CC=C(C=C1)CCC2=CC=CC=C2,prot228,human
0,C([C@@H]([C@H]([C@@H](C(=O)C(=O)O)O)O)O)O,prot801,human
1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,prot1051,human
1,C1=CC(=C(C=C1[C@H](CN)O)O)O,prot28,human
1,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,prot527,human
1,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,prot565,human
0,C(C(C(C(C(C=O)N)O)O)O)O,prot810,human
1,CCC1=C(C=CC(=C1)CCN)O,prot321,human
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot9,human
0,C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3C1[C@@H]4CC[C@](C4(CC3)C)(C#C)O,prot1447,human
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot150,human
0,CC12CC(C3C(C1CCC2(C(=O)COP(=O)(O)O)O)CCC4=CC(=O)C=CC34C)O,prot1449,human
0,CO[C@@H]1CN(CC[C@@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,prot1173,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot1036,human
0,C1[C@H](O[C@H]([C@H]1F)N2C=NC3=C2N=CN=C3N)CO,prot628,human
0,CCCCCC(C(/C=C/C=C/C=C/C=C/C(CCCC(=O)O)O)O)O,prot1322,human
0,CCCCCCCC/C=C\CCCCCCC(CO)(C(=O)[O-])[NH3+],prot1337,human
1,C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N,prot3,human
0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,prot520,human
1,C([C@@H](C(=O)O)N)N1C(=O)NC(=O)O1,prot81,human
0,C[C@H](CCC(=O)NCC(=O)O)C1CCC2[C@@]1(CCC3C2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C,prot246,human
0,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H](C34CO4)O2)OC(=O)C)C)CO,prot1283,human
1,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,prot28,human
1,C(C(CO)O)O,prot69,human
0,C1CC[C@@H]([C@@H](C1)CCP(=O)(O)O)C[C@H](C(=O)O)N,prot305,human
1,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,prot28,human
1,COC1=CC=C(C=C1)S(=O)(=O)N2CN(C(=O)C[C@@H]2C(=O)NO)CC3=CC=CC=C3,prot89,human
1,C(C(CO)O)O,prot1451,human
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot296,human
1,CC1=CC=CC=C1C2=NC3=C(C=NN3C(=C2)NCC4=C[N+](=CC=C4)[O-])Br,prot9,human
1,C[C@@H](CC(C)(C)O)O,prot1384,human
0,CNCC(C1=CC=C(C=C1)O)O,prot482,human
1,C#CCN(CC1=CC2=C(C=C1)NC(=NC2=O)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,prot301,human
1,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,prot880,human
0,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O)CO)CO)CO)CO)CO)O)O)O)O,prot1426,human
0,C[C@H](CCCC(C)CO)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,prot231,human
0,CC1([C@@H]([C@@H]1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C(/C(F)(F)F)\Cl)C,prot1453,human
1,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3,prot150,human
0,C1=C(N=C([Se]1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N,prot848,human
1,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,prot938,human
1,C(C(CO)O)O,prot1454,human
0,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,prot1215,human
0,C[C@@H]1CCO[C@H](/C=C/C=C\C(=O)O[C@@H]2C[C@@H]3[C@]4([C@]2([C@]5(CCC(=C[C@H]5O3)C)COC(=O)[C@H]1O)C)CO4)[C@@H](C)O,prot592,human
0,C[C@@H]1C[C@@H]([C@@H]2[C@H]([C@H](C=CC2=C1)C)CC[C@H](C[C@H](CC(=O)O)O)O)O,prot1056,human
1,C1=CC(=NC(=C1)N)CCC2=CC3=C(C=C2)C=CN3,prot321,human
0,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)O)O)CO)CO)CO)CO)O)O)O)O,prot270,human
1,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,prot28,human
1,C1=CC=C2C(=C1)C(=C(N2)C3=C4C=CC=CC4=NC3=O)NO,prot1455,human
1,C1C[C@H](N(C1)C(=O)[C@@H]2CCCN2C(=O)OCC3=CC=CC=C3)C=O,prot279,human
1,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,prot28,human
1,C(C[C@@H](C(=O)O)N)CN=C(N)N,prot94,human
0,C(CC(=O)O)CC(=O)O,prot43,human
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot28,human
0,CC[C@]1(CC(C2=C([C@H]1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@H]7[C@@H]([C@@H](O6)C)O[C@H]8[C@@H](O7)CC(=O)[C@@H](O8)C)N(C)C)O,prot1244,human
1,C(C(CO)O)O,prot419,human
1,C(CCN)C[C@@H](C(=O)O)N,prot439,human
1,C(CSSC[C@@H](C(=O)O)N)O,prot1456,human
0,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@@H]([C@H](O[C@@H]2[C@H](CO)O)O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)[C@H](CO)O)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)[C@H](CO)O)O)O)O)O)O)O)O,prot660,human
1,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,prot9,human
1,CCCCCCCC(=O)O,prot421,human
0,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O,prot286,human
0,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)O,prot35,human
1,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,prot553,human
0,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CCC6C5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,prot879,human
0,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,prot424,human
1,COC1=CC=CC(=C1)N2C=CC3=C(S2(=O)=O)SC(=C3)S(=O)(=O)N,prot3,human
0,CN1CCC23CCCCC2[C@@H]1CC4=C3C=C(C=C4)OC,prot1458,human
1,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,prot3,human
1,CC(C)[C@H](C(=O)NO)N(CC1=CN=CC=C1)S(=O)(=O)C2=CC=C(C=C2)OC,prot717,human
1,C[C@@H](CC(C)(C)O)O,prot1459,human
1,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2OC)Br)OC,prot28,human
1,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,prot226,human
1,CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4,prot69,human
1,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,prot1071,human
0,[B]=O,prot1460,human
1,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,prot28,human
1,C([C@@H](C(=O)O)N)S,prot1461,human
0,C1=C(N=C([Se]1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N,prot789,human
0,C[C@H](C(=O)O)[C@](CC(=O)O)(C(=O)O)O,prot538,human
0,C([C@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O,prot736,human
0,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,prot511,human
0,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4[C@@H]6[C@@H](O6)[C@@H]([C@H]5O)O)C=C2,prot1079,human
0,CC(C)CCCC(C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C,prot492,human
0,CC(CN)C(=O)O,prot1094,human
1,C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-],prot397,human
1,C1COCCC1(CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C(=O)NO,prot89,human
0,C[C@H](C(=O)O)[C@](CC(=O)O)(C(=O)O)O,prot1462,human
0,C[Si]C,prot1463,human
1,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,prot3,human
0,CN1[C@H]2CC(C[C@H]1[C@H]3[C@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,prot773,human
1,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,prot153,human
0,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,prot351,human
0,C[C@H](CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,prot10,human
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,prot1464,human
1,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,prot205,human
1,CCN[C@H]1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC,prot3,human
0,CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CC[C@H]4[C@@]3(CC[C@@](C4)(C)O)C)C,prot1465,human
1,C(C(CO)O)O,prot44,human
1,C(CS)O,prot413,human
1,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,prot28,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot1466,human
0,C(CO)NCCO,prot726,human
1,C1=CSC(=C1)C2=CC=C(C=C2)CN,prot920,human
0,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)O,prot1467,human
1,CCCCCCC(C)(C)C1=CC2=C([C@@H]3CC(=O)CC[C@H]3C(O2)(C)C)C(=C1)O,prot28,human
1,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,prot5,human
1,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,prot28,human
1,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,prot28,human
1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,prot9,human
0,C[C@H]([C@H](CCC(=O)O)N)O,prot1468,human
1,CS(=O)C,prot44,human
0,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5C[C@@H](CCN5C6=CC=CC=C64)CN(C)C,prot837,human
1,[B-](/C=C/CC[C@@H](C(=O)O)N)(O)(O)O,prot439,human
1,C1C[C@@H](NC1)COC2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)C4=CSC=C4,prot920,human
1,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,prot5,human
0,CC(C)[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC2=CC=CC=C2)CC3=CC=C(C=C3)O)C(=O)N4CCC[C@H]4C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)N)CC(=O)N,prot1469,human
0,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)O)O)O)O)O)O)O)O,prot191,human
0,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,prot1470,human
1,CS(=O)C,prot747,human
1,CN(C)S(=O)(=O)C1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CC4=C(N3)CCCC4,prot29,human
1,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,prot28,human
0,CC(=O)OC1=CC=CC(=C1)O,prot397,human
1,C(CCCO)CCO,prot613,human
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot115,human
0,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,prot578,human
1,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,prot28,human
1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,prot118,human
1,C(=O)(C(=O)O)O,prot1037,human
0,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N,prot1471,human
0,CC(=CCC/C(=C/CC/C(=C/C=O)/C)/C)C,prot245,human
1,C1CC1C(=O)NC2=CC=CC(=C2)NC3=NC=CC(=N3)NC4=CC=CC(=C4)C(F)(F)F,prot9,human
1,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,prot28,human
1,C[C@H](CCC1=CC=C(C=C1)O)NC(=O)CC2=C(NC3=CC=CC=C32)C4=CC=CC=C4,prot382,human
1,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,prot28,human
1,C(CS)O,prot183,human
0,C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,prot1196,human
1,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,prot672,human
0,C1=CC(=CC=C1C[C@@H](C(=O)NS(=O)(=O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)O)N)O,prot1118,human
1,CC(C)CN(CC(=O)NO)S(=O)(=O)C1=CC=C(C=C1)OC,prot89,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot9,human
1,C1=CC(=CC=C1C(=O)NCC2=CC(=C(C(=C2)F)F)F)S(=O)(=O)N,prot3,human
0,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,prot461,human
1,C(C(CO)O)O,prot1033,human
0,C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O,prot509,human
0,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CCCC[C@H]34)C)O,prot754,human
0,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCCC5(C)C)C)C)C2C1)C)C)C,prot78,human
0,CC(C)C[C@@](C)(C(=O)O)N,prot189,human
0,C(CC(CC(=O)O)N)CN,prot986,human
1,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,prot9,human
0,CC(CN)C(=O)O,prot1474,human
0,CC1CC2C3CCC4=CC(=O)C=CC4(C3C(=O)CC2([C@]1(C(=O)CO)O)C)C,prot18,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot1063,human
0,C([C@@H]([C@H]([C@@H](C(=O)C(=O)O)O)O)O)O,prot1475,human
1,C(COCCOCCO)O,prot202,human
1,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,prot28,human
0,CCC(=O)C,prot386,human
0,C1=CC=C2C(=C1)C3=CC=CC=C3N2,prot631,human
0,C([C@@H](C(=O)[O-])N)[Se-],prot1091,human
1,CSC(=NCCCCCCCCCCCCCCN=C(N)SC)N,prot94,human
0,C(CO)CS,prot1476,human
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot1290,human
1,COC1=C(C=C(C=C1)CSC2=NN=C(O2)C3=CC4=C(C=C3)OCO4)F,prot9,human
1,C(C(CO)O)O,prot122,human
0,CC(C)C[C@@](C)(C(=O)O)N,prot1110,human
0,CC(CN)C(=O)O,prot224,human
0,C#C,prot1110,human
0,[C@@H]([C@@H](C(=O)O)S)(C(=O)O)S,prot1478,human
1,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,prot28,human
1,COC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)OC)CCC(=O)O,prot442,human
1,C(C(CO)O)O,prot236,human
1,C(C(CO)O)O,prot1479,human
0,CC/C(=C(/C1=CC=CC=C1)\C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,prot1093,human
0,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CCCC[C@H]34)C)O,prot1429,human
1,C(COCCOCCO)O,prot1480,human
0,COCC1C(C(C(C(O1)OC)OC)OC)OC2C(C(C(C(O2)CO)OC)O)O,prot1481,human
1,C(C(CO)O)O,prot871,human
1,CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO,prot159,human
1,CC1=C(C=C(C=C1)OC)OCC2=CC=NC=C2,prot140,human
1,C1CC2=C(C1)C=C(C=C2)S(=O)(=O)N,prot3,human
0,CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H](C2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4C,prot3,human
0,CCCCCCCCCCCCCCCCCCO,prot1482,human
0,CCCCCCCC(=O)OCC,prot175,human
0,C[C@@H]1C[C@@H]([C@]2([C@@H](O1)O[C@@H]3C[C@@H]4CC[C@@H]5[C@@H]([C@]4(C[C@H]3O2)C=O)CC[C@]6([C@@]5(CC[C@@H]6C7=CC(=O)OC7)O)C)O)O,prot1142,human
