celegans_bin,smiles,proteinName,protein_dataset
1,C([C@@H](C(=O)O)N)S(=O)(=O)O,prot131,celegans
1,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,prot1,celegans
1,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NC2=CC(=C(C=C2)OC3=CC(=C(C=C3)C(=O)O)C(=O)O)NC(=O)C4=CC(=CC=C4)[N+](=O)[O-],prot117,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot907,celegans
1,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,prot1,celegans
1,C([C@H](CS)O)O,prot25,celegans
1,CC(=CCC/C(=C/CC/C(=C/CONC(=O)CP(=O)(O)O)/C)/C)C,prot297,celegans
1,CN1[C@H](CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,prot1490,celegans
1,C1=CC=C2C(=C1)C=CC=C2CC(=O)O,prot962,celegans
1,CC1=NC=C(N1C2CC2)C3=NC(=NC=C3)NC4=CC=C(C=C4)S(=O)(=O)NC,prot25,celegans
0,C(CO)C(C(=O)O)N,prot547,celegans
0,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O,prot136,celegans
1,C[C@@H](CC(C)(C)O)O,prot1491,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot1492,celegans
0,C(C(C(C(C(C(=O)O)O)O)O)O)O,prot60,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot373,celegans
0,COCCCCCCCCCCCC(=O)O,prot323,celegans
1,C(C(CO)O)O,prot1493,celegans
1,C(C(CO)O)O,prot580,celegans
0,CNN,prot408,celegans
1,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,prot1009,celegans
0,C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)(O)O,prot225,celegans
0,C(C(C(C(=O)[O-])O)O)OP(=O)(O)O,prot646,celegans
1,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,prot25,celegans
1,CN(C1CCCCC1)C2=NC=CC(=N2)C3=CN=C4N3C=CC=C4,prot25,celegans
1,C(C(CO)O)O,prot269,celegans
0,CC(C)CCC(=O)O,prot1494,celegans
0,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N,prot26,celegans
0,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)F,prot1006,celegans
1,C1OC2=C(O1)C(=C(C=C2)Cl)NC3=NC(=NC=C3)NC4=CC(=CC=C4)S(=O)(=O)N,prot178,celegans
0,C1=CC(=CC=C1C(C(=O)O)O)O,prot803,celegans
1,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,prot1,celegans
1,CCCCCCCC(=O)O,prot615,celegans
0,COCCCCCCCCCCCC(=O)O,prot324,celegans
0,CC(CC=O)O,prot801,celegans
1,C(CC(=O)O)[C@@H](C(=O)O)N,prot151,celegans
0,C(=O)C(Cl)Cl,prot382,celegans
0,CC1CCN=C(S1)N,prot1496,celegans
0,CSC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot1056,celegans
0,C(=O)(C(F)(F)F)O,prot520,celegans
0,C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O,prot1421,celegans
0,C[C@@H](CC1=CC=CC=C1)NC,prot1012,celegans
0,CC(CC=O)O,prot81,celegans
0,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot477,celegans
0,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C,prot70,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1498,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1499,celegans
0,C1C(C(OC1N2C=C(C(=O)NC2=O)Br)COP(=O)(O)O)O,prot396,celegans
1,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,prot1,celegans
0,C(CN)CO,prot108,celegans
0,C1CO1,prot461,celegans
1,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,prot133,celegans
0,CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,prot655,celegans
1,C[C@@H](CC(C)(C)O)O,prot135,celegans
0,CCC(C)C(=O)C(=O)O,prot109,celegans
0,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,prot271,celegans
1,C(C(CO)O)O,prot1500,celegans
1,C(C(CO)O)O,prot76,celegans
1,CC1=NC=C(C(=C1O)CN[C@H](C)C(=O)O)COP(=O)(O)O,prot215,celegans
1,C(COCCOCCO)O,prot319,celegans
1,C1=CC=C2C(=C1)N=C(S2)[C@H](C#N)C3=NC(=NC=C3)NCCC4=CN=CC=C4,prot25,celegans
0,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,prot1203,celegans
0,CC(C)C(C(C)(C)CO)O,prot1211,celegans
1,C[C@H]([C@@H](C(=O)O)N)O,prot26,celegans
1,CO/C=C(\C1=CC=CC=C1/C=C/C2=CC=CC=C2)/C(=O)OC,prot30,celegans
0,C1CNCC2=CC=CC=C21,prot101,celegans
0,C(C(=O)[O-])F,prot1210,celegans
1,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,prot1,celegans
1,C1CC1C2=CC(=NN2)NC(=O)CC3=CC4=CC=CC=C4C=C3,prot25,celegans
0,C=C(CC(=O)O)C(=O)O,prot879,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot1501,celegans
0,COC1C(C(C(C(O1)CO)O)O)O,prot279,celegans
1,C1=NC2=C(N1)C(=NC=N2)N,prot805,celegans
0,C([C@@H](C(=O)O)N)C(=O)N,prot860,celegans
1,C([C@@H](C(=O)O)N)S,prot1502,celegans
0,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,prot1503,celegans
1,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,prot1,celegans
1,CNC(=O)CN1CCC(CC1)NC2=NC=CC(=N2)C3=CN=C4N3C=CC=C4,prot25,celegans
0,CC(CC(=O)O)C(=O)O,prot50,celegans
1,C(CCO)CO,prot1344,celegans
0,CCCC(CCC)C(=O)O,prot734,celegans
0,CCCCC(CC)C(=O)O,prot263,celegans
1,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,prot1,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,prot828,celegans
1,COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3,prot25,celegans
0,C1=CC(=C(C(=C1Cl)C(=O)O)Cl)Cl,prot295,celegans
0,CC(=O)C1=C[N+](=CC=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,prot1504,celegans
0,CC(CN)O,prot197,celegans
0,C[C@@H]([C@H]1CC[C@@]2([C@@]1(CC[C@H]3C2=CC(=O)[C@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)C)O)[C@@H](CCC(C)(C)O)O,prot312,celegans
0,CSCCC(=O)C(=O)O,prot1136,celegans
0,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,prot332,celegans
1,C1=CC=C(C=C1)COC2=C(N=CC=C2)N,prot25,celegans
0,C1=CC=C2C(=C1)C=CN2,prot1506,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot756,celegans
1,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,prot422,celegans
0,C(CC(C(=O)O)N)CC(C(=O)O)N,prot1507,celegans
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot1508,celegans
1,C1CCC(CC1)CCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,prot1102,celegans
1,C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO,prot25,celegans
1,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,prot1,celegans
1,CC1=C(NC(=C1C(=O)NC)C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O,prot25,celegans
0,C1=C(ONC1=O)C(C(=O)O)N,prot1504,celegans
1,C(C(CO)O)O,prot669,celegans
0,CC(CC1=CNC2=CC=CC=C21)N,prot343,celegans
0,C(C1C(C(C(O1)O)O)O)O,prot1490,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O,prot1055,celegans
0,C(CN)C(C(=O)O)N,prot1421,celegans
0,C1=CC=C(C=C1)COC=O,prot279,celegans
0,CC(C(C)O)O,prot783,celegans
0,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,prot413,celegans
1,C(C(CO)O)O,prot1510,celegans
1,CCCCCCCCCCCCCCCC(=O)O,prot1246,celegans
1,C1=CC=C(C(=C1)C(=O)O)NC(=O)C(=O)O,prot191,celegans
0,CC(C(=O)O)C(CC(=O)O)(C(=O)O)O,prot179,celegans
1,C1=CC(=CC=C1[N+](=O)[O-])O,prot26,celegans
0,C(CC(C(=O)O)N)CC(C(=O)O)N,prot679,celegans
0,C(CN)C(C(=O)O)N,prot423,celegans
1,C1=CC=C(C(=C1)C(=O)O)N(C2=CC=CC3=C2C=C(C=C3)O)C(=O)C(=O)O,prot191,celegans
1,CC(C)[C@@H](CO)NC1=NC2=C(C(=N1)NC3=CC(=CC(=C3)N)Cl)N=CN2C(C)C,prot25,celegans
0,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2N)F,prot194,celegans
0,CCCCCCC(=O)O,prot1511,celegans
1,C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO,prot25,celegans
1,C1=NC2=C(N1)C(=O)N=C(N2)N,prot1125,celegans
0,CC(C(C(=O)O)N)O,prot980,celegans
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot180,celegans
0,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O,prot355,celegans
0,C#CC(CCC(=O)O)N,prot846,celegans
1,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,prot3,celegans
1,C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO,prot25,celegans
0,C(C(C(=O)O)O)(C(=O)O)O,prot175,celegans
1,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,prot1,celegans
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot611,celegans
0,CCC(C)OC(=O)C,prot228,celegans
1,C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl,prot25,celegans
1,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,prot1,celegans
0,C1=C(C2=C(N1)C(=O)N=CN2)C3C(C(C(O3)CO)O)O,prot657,celegans
0,CC1=CNC2=CC=CC=C12,prot1361,celegans
1,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,prot1512,celegans
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot25,celegans
1,CCO,prot1301,celegans
0,C(CN)C(C(=O)O)N,prot1513,celegans
1,C1=CN(C(=O)NC1=O)C[C@@H](C(=O)O)N,prot8,celegans
1,COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3,prot25,celegans
1,C(CCC(=O)O)C[C@H](CCS)S,prot1396,celegans
1,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,prot25,celegans
1,C(C(CO)O)O,prot178,celegans
0,CC(C)C(C(C)(C)CO)O,prot859,celegans
0,C1=CC(=C(C=C1Cl)Cl)Cl,prot286,celegans
1,CCC1=C(C(=NC(=N1)N)N)C2=CC=CC=C2,prot48,celegans
0,C(CC(C(=O)O)N)CC(C(=O)O)N,prot1514,celegans
0,CCCCCCCCCCC(=O)O,prot1515,celegans
0,C1CN1,prot356,celegans
0,C[S+](C)CCC(C(=O)O)N,prot265,celegans
1,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C,prot1,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,prot1258,celegans
0,C(C1C(C(C(O1)O)O)O)O,prot758,celegans
0,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N,prot375,celegans
0,CC(C(=O)O)(Cl)Cl,prot1049,celegans
0,CC(C)C(C(C)(C)CO)O,prot410,celegans
1,C(CCCO)CCO,prot152,celegans
1,C[C@@H](CC(C)(C)O)O,prot40,celegans
1,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,prot1,celegans
0,CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=CN=C3NCC4=CC=CC=C4)O)O,prot1517,celegans
0,C(C(C(C(=O)CO)O)O)O,prot397,celegans
1,C([C@@H](C(=O)O)N)SO,prot131,celegans
1,C[C@@H](/C=C/C=C/C(C)C)C1=NC(=CS1)C2=NC(=CS2)/C=C/[C@@H]([C@@H](C)/C(=C\C(=O)N)/OC)OC,prot792,celegans
1,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,prot2,celegans
0,CC1=CN(C(=O)NC1=O)C2CCC(O2)CO,prot331,celegans
0,C(C(C(C(C(=O)CO)O)O)O)O,prot1518,celegans
0,CC(C)C(C(C)(C)CO)O,prot1519,celegans
0,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-],prot1520,celegans
1,C1=CC2=C(NOC2=CC1=O)C3=CC(=C(C=C3O)O)Br,prot15,celegans
0,C(=O)[O-],prot1521,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O,prot1522,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot72,celegans
1,C1=CC=C(C(=C1)/C=N/OCCC(=O)O)C(F)(F)F,prot3,celegans
1,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,prot1156,celegans
1,CC(=O)N,prot236,celegans
1,CN1[C@@H]2CC[C@H]1CC(=O)C2,prot380,celegans
1,CCOC1=C(C(=CC(=N1)NC(=O)CC2=CC(=C(C=C2OC)Br)OC)N)C#N,prot25,celegans
1,C(CSSC[C@@H](C(=O)O)N)O,prot15,celegans
0,C1=CN(C2=C1C(=NC=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot756,celegans
0,C1CN1,prot1372,celegans
1,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,prot283,celegans
0,C([C@@H](C(=O)O)N)O,prot843,celegans
1,C([C@@H](C(=O)O)N)S(=O)(=O)O,prot131,celegans
1,C(C(CO)O)O,prot1523,celegans
1,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC(=CC=C4)N,prot25,celegans
1,CC(C)[C@H](C(=O)NO)N(CC1=CN=CC=C1)S(=O)(=O)C2=CC=C(C=C2)OC,prot592,celegans
0,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3N)CO,prot152,celegans
1,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,prot319,celegans
1,C[C@H](C(C)(C)C)O[P@H](=O)C,prot1524,celegans
1,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,prot2,celegans
0,C(CN)C(C(=O)O)N,prot605,celegans
1,COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3,prot1080,celegans
1,C1=CC=C(C(=C1)C2=CN3C=CN=C3C(=N2)NCC4=CN=CC=C4)F,prot25,celegans
1,C(C(CO)O)O,prot560,celegans
0,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,prot466,celegans
0,CC(C)C(C(C)(C)CO)O,prot1525,celegans
1,C1CCC2=C(P(C(=C2C1)C3=CC=CC=N3)C4=CC=CC=C4)C5=CC=CC=N5,prot236,celegans
1,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,prot1,celegans
0,CCC(C)(C#C)O,prot1032,celegans
0,CN(C)CCO,prot646,celegans
1,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,prot727,celegans
0,C1CCC(C1)(C(=O)O)N,prot135,celegans
1,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,prot2,celegans
1,C1[C@@H]([C@H](CSS1)O)O,prot1526,celegans
0,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O,prot246,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(CP(=O)(O)O)O)O)O,prot1527,celegans
1,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,prot15,celegans
1,C[C@@H]([C@H](C(=O)O)N)C(=O)O,prot388,celegans
1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,prot2,celegans
0,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,prot1528,celegans
0,CC(C)NCCO,prot1384,celegans
0,C(CC(C(=O)O)N)CC(C(=O)O)N,prot1529,celegans
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot1080,celegans
0,C(C(C(C(C(=O)CO)O)O)O)O,prot1530,celegans
1,C1=CC=C(C=C1)CS(=O)(=O)OC[C@@H](C(=O)O)N,prot920,celegans
0,C(CO)C(C(=O)O)N,prot1532,celegans
0,CC(CCCN)(C(=O)O)N,prot551,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,prot173,celegans
1,C(CS)O,prot1411,celegans
1,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,prot1,celegans
1,C(C(=O)O)N,prot425,celegans
0,CCC(C)N1C(=O)C(=C(NC1=O)C)Br,prot106,celegans
0,CCCCCCCCCCCCCCO,prot1533,celegans
1,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,prot2,celegans
1,C1CN(C[C@@H](N1)CC2=CC=CC=C2)C3=NN=C(C(=C3)C4=CC=NC=C4)C5=CC6=CC=CC=C6C=C5,prot25,celegans
1,CCC/C(=C/C1=CC=C(O1)C2=CC(=CC=C2)C(=O)O)/[N+](=O)[O-],prot15,celegans
1,C(CCO)CO,prot1127,celegans
1,C([C@@H](C(=O)O)N)N1C(=O)NC(=O)O1,prot8,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot682,celegans
1,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,prot1,celegans
0,CC1=CC(=C(C=C1)C(C)C)O,prot852,celegans
0,CC(CCO)O,prot64,celegans
0,C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],prot80,celegans
0,C=C1CC1CC(C(=O)O)N,prot631,celegans
1,CC(C)C[C@H]([C@@H](C(=O)NO)O)C(=O)N[C@H](C(=O)NC)C(C)(C)C,prot182,celegans
1,C1=CC=C(C(=C1)C(=O)N)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O,prot25,celegans
1,C(C(CO)O)O,prot1534,celegans
0,CC(C)OC(=O)C,prot63,celegans
1,C([C@@H](C(=O)O)N)S,prot1460,celegans
1,C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,prot183,celegans
1,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,prot42,celegans
1,C[C@@H](CC(C)(C)O)O,prot1474,celegans
1,C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=CC(=C(C=C43)OC)OC)C(=O)N,prot79,celegans
1,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,prot1,celegans
1,C/C=C(/C(=O)O)\NC,prot588,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,prot893,celegans
0,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,prot679,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1537,celegans
1,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,prot30,celegans
0,C(C(C(=O)O)N)Cl,prot1540,celegans
0,CC(C)C(C(C)(C)CO)O,prot1541,celegans
1,CCOCCOCCOCCOCCOCCOCC,prot374,celegans
1,C(COCCOCCO)O,prot85,celegans
0,C1=CC=C(C=C1)C=O,prot218,celegans
0,CNCC(C1=CC(=CC=C1)O)O,prot534,celegans
0,CCCCCC(=O)O,prot491,celegans
0,C1=CN=C2C(=N1)C=NC=N2,prot1542,celegans
1,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,prot1,celegans
0,CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,prot1543,celegans
1,CCCCCCCC(=O)O,prot25,celegans
1,C(COCCOCCO)O,prot159,celegans
0,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot100,celegans
0,CC(C)C(C(C)(C)CO)O,prot250,celegans
1,C(C(CO)O)O,prot25,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,prot1545,celegans
1,C(C(CO)O)O,prot1158,celegans
1,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,prot53,celegans
0,C1=CC=C2C(=C1)C(=CN2)CCN,prot990,celegans
1,C(C(CO)O)O,prot1546,celegans
1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,prot74,celegans
1,CC#CCOC1=CC=C(C=C1)S(=O)(=O)N2CCSC([C@@H]2C(=O)NO)(C)C,prot592,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot608,celegans
1,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,prot1,celegans
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CSCCC(C(=O)O)N)O)O,prot1101,celegans
0,CC(C)NC(C)C,prot17,celegans
0,C1=CN(C2=C1C(=NC=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot1547,celegans
0,C1=C2C(=CC(=C1Cl)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot310,celegans
1,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,prot25,celegans
0,C1=CC=C2C(=C1)C(=O)C(=C(O2)O)CC3=C(OC4=CC=CC=C4C3=O)O,prot521,celegans
0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,prot853,celegans
1,C([C@@H](C(=O)O)N)SS,prot656,celegans
1,C(C(CO)O)O,prot578,celegans
0,C1=CC(=CC(=C1)N)C(=O)O,prot124,celegans
0,CC(C)CC(=O)C,prot610,celegans
0,C(CCC(=O)O)CCN,prot1247,celegans
1,C1=CC=C(C=C1)O,prot529,celegans
1,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC=CC=C3,prot170,celegans
1,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,prot562,celegans
0,CC(CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,prot1548,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot105,celegans
0,C1=C(C=C(C(=C1I)O)C(=O)O)I,prot86,celegans
1,C1=CC(=C(C=C1[N+](=O)[O-])OS(=O)(=O)O)O,prot1127,celegans
0,C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O,prot525,celegans
1,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,prot15,celegans
